Source Of Data,Period,Division,Business Unit,BWN,Entity,CostElement,Currency,CurrencyType,Scenario,Measure,Value
Manual Input,2022.04,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,92
Manual Input,2022.05,PS,P00260,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,8837.69
Manual Input,2022.05,PS,Y00071,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-8837.69
Manual Input,2022.05,PS,P00200,555,BARP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.15
Manual Input,2022.05,PS,P00200,65B,BIDP1,1426510000,INR,CompanyCodeCurrency,Actual,Value,1547705
Manual Input,2022.05,PS,P00091,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,2018.26
Manual Input,2022.05,PS,P00220,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,146735.42
Manual Input,2022.05,PS,P00258,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,6471.86
Manual Input,2022.05,PS,P00280,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,180637.99
Manual Input,2022.05,PS,P00282,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,57193.68
Manual Input,2022.05,PS,P00283,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,3309.65
Manual Input,2022.05,PS,P00291,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,130905.11
Manual Input,2022.05,PS,P00298,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,-79609.97
Manual Input,2022.05,PS,P00580,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,123407.52
Manual Input,2022.05,PS,P00586,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,9191.52
Manual Input,2022.05,PS,P00200,685,CTP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,742529.71
Manual Input,2022.05,PS,P00026,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.39
Manual Input,2022.05,PS,P00085,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.95
Manual Input,2022.05,PS,P00260,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,6.31
Manual Input,2022.05,PS,P00283,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-2.07
Manual Input,2022.05,PS,P00310,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.63
Manual Input,2022.05,PS,P00311,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.59
Manual Input,2022.05,PS,P00581,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.54
Manual Input,2022.05,PS,P00586,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-3.79
Manual Input,2022.05,PS,P00055,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,881
Manual Input,2022.05,PS,P00068,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-144
Manual Input,2022.05,PS,P00281,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-363
Manual Input,2022.05,PS,P00284,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-556
Manual Input,2022.05,PS,P00479,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,182
Manual Input,2022.05,PS,P00200,539,KRPS_WOP,1426510000,KRW,CompanyCodeCurrency,Actual,Value,300910984
Manual Input,2022.05,PS,P00021,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,26629
Manual Input,2022.05,PS,P00055,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-23135
Manual Input,2022.05,PS,P00220,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-17252
Manual Input,2022.05,PS,P00010,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-49395
Manual Input,2022.05,PS,P00011,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,73837
Manual Input,2022.05,PS,P00020,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,25074
Manual Input,2022.05,PS,P00021,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,31112
Manual Input,2022.05,PS,P00026,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,4001
Manual Input,2022.05,PS,P00054,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,69626
Manual Input,2022.05,PS,P00055,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,22601
Manual Input,2022.05,PS,P00068,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,34569
Manual Input,2022.05,PS,P00085,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,5198
Manual Input,2022.05,PS,P00086,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,8336
Manual Input,2022.05,PS,P00091,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,23041
Manual Input,2022.05,PS,P00220,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,14296
Manual Input,2022.05,PS,P00258,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,145918
Manual Input,2022.05,PS,P00260,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,16638
Manual Input,2022.05,PS,P00280,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,138581
Manual Input,2022.05,PS,P00281,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,85053
Manual Input,2022.05,PS,P00282,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,19199
Manual Input,2022.05,PS,P00283,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15166
Manual Input,2022.05,PS,P00284,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,52635
Manual Input,2022.05,PS,P00294,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,33360
Manual Input,2022.05,PS,P00295,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,17234
Manual Input,2022.05,PS,P00311,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,13005
Manual Input,2022.05,PS,P00460,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-137
Manual Input,2022.05,PS,P00541,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,22564
Manual Input,2022.05,PS,P00579,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,21653
Manual Input,2022.05,PS,P00580,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,36858
Manual Input,2022.05,PS,P00581,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,9464
Manual Input,2022.05,PS,P00586,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,49116
Manual Input,2022.05,PS,P00594,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,2552
Manual Input,2022.05,PS,P00932,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,14865
Manual Input,2022.05,PS,P00933,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,21744
Manual Input,2022.05,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-21
Manual Input,2022.06,PS,P00260,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,7677.75
Manual Input,2022.06,PS,Y00071,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-7677.75
Manual Input,2022.06,PS,P00200,555,BARP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.78
Manual Input,2022.06,PS,P00200,65B,BIDP1,1426510000,INR,CompanyCodeCurrency,Actual,Value,3467000
Manual Input,2022.06,PS,P00091,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,2337.9
Manual Input,2022.06,PS,P00220,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,120883.93
Manual Input,2022.06,PS,P00258,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,5593.95
Manual Input,2022.06,PS,P00280,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,64918.5
Manual Input,2022.06,PS,P00282,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,22076.92
Manual Input,2022.06,PS,P00283,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,3558.13
Manual Input,2022.06,PS,P00291,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,42924.34
Manual Input,2022.06,PS,P00580,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,123356.97
Manual Input,2022.06,PS,P00586,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,5358.46
Manual Input,2022.06,PS,P00200,685,CTP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,721861.83
Manual Input,2022.06,PS,P00026,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.17
Manual Input,2022.06,PS,P00085,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.43
Manual Input,2022.06,PS,P00260,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,2.73
Manual Input,2022.06,PS,P00283,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.88
Manual Input,2022.06,PS,P00310,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.32
Manual Input,2022.06,PS,P00311,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.31
Manual Input,2022.06,PS,P00581,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.21
Manual Input,2022.06,PS,P00586,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-1.51
Manual Input,2022.06,PS,P00055,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,963
Manual Input,2022.06,PS,P00068,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-156
Manual Input,2022.06,PS,P00281,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-397
Manual Input,2022.06,PS,P00284,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-608
Manual Input,2022.06,PS,P00479,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,198
Manual Input,2022.06,PS,P00200,539,KRPS_WOP,1426510000,KRW,CompanyCodeCurrency,Actual,Value,-298357423
Manual Input,2022.06,PS,P00021,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,5326
Manual Input,2022.06,PS,P00055,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-19471
Manual Input,2022.06,PS,P00220,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-17251
Manual Input,2022.06,PS,P00010,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,63246
Manual Input,2022.06,PS,P00011,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,31334
Manual Input,2022.06,PS,P00020,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,88831
Manual Input,2022.06,PS,P00021,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,71551
Manual Input,2022.06,PS,P00026,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,12257
Manual Input,2022.06,PS,P00054,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,105418
Manual Input,2022.06,PS,P00055,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,21241
Manual Input,2022.06,PS,P00068,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,79736
Manual Input,2022.06,PS,P00085,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,9647
Manual Input,2022.06,PS,P00086,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,3125
Manual Input,2022.06,PS,P00091,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,54032
Manual Input,2022.06,PS,P00220,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,27327
Manual Input,2022.06,PS,P00258,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,253465
Manual Input,2022.06,PS,P00260,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,124287
Manual Input,2022.06,PS,P00280,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,303470
Manual Input,2022.06,PS,P00281,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,205324
Manual Input,2022.06,PS,P00282,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,21226
Manual Input,2022.06,PS,P00283,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,30351
Manual Input,2022.06,PS,P00284,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,109237
Manual Input,2022.06,PS,P00294,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,70015
Manual Input,2022.06,PS,P00295,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,30759
Manual Input,2022.06,PS,P00311,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,22694
Manual Input,2022.06,PS,P00460,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,103
Manual Input,2022.06,PS,P00541,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,31098
Manual Input,2022.06,PS,P00579,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,30184
Manual Input,2022.06,PS,P00580,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,120327
Manual Input,2022.06,PS,P00581,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,21311
Manual Input,2022.06,PS,P00586,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,95898
Manual Input,2022.06,PS,P00594,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,2929
Manual Input,2022.06,PS,P00932,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,37285
Manual Input,2022.06,PS,P00933,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,34698
Manual Input,2022.06,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15
Manual Input,2022.07,PS,P00260,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,10668.59
Manual Input,2022.07,PS,Y00071,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-10668.59
Manual Input,2022.07,PS,P00200,555,BARP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-4.15
Manual Input,2022.07,PS,P00200,65B,BIDP1,1426510000,INR,CompanyCodeCurrency,Actual,Value,416108
Manual Input,2022.07,PS,P00091,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,2183.62
Manual Input,2022.07,PS,P00220,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,274128.87
Manual Input,2022.07,PS,P00258,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,21204.58
Manual Input,2022.07,PS,P00280,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,114749.53
Manual Input,2022.07,PS,P00282,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,38668.99
Manual Input,2022.07,PS,P00283,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,3894.2
Manual Input,2022.07,PS,P00291,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,78905.24
Manual Input,2022.07,PS,P00298,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,-2019.69
Manual Input,2022.07,PS,P00580,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,141222.98
Manual Input,2022.07,PS,P00586,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,2685.63
Manual Input,2022.07,PS,P00200,685,CTP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,711453.13
Manual Input,2022.07,PS,P00260,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,5.71
Manual Input,2022.07,PS,P00283,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-1.87
Manual Input,2022.07,PS,P00310,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.57
Manual Input,2022.07,PS,P00311,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.53
Manual Input,2022.07,PS,P00055,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,706
Manual Input,2022.07,PS,P00068,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-115
Manual Input,2022.07,PS,P00281,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-291
Manual Input,2022.07,PS,P00284,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-446
Manual Input,2022.07,PS,P00479,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,146
Manual Input,2022.07,PS,P00021,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,42607
Manual Input,2022.07,PS,P00055,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-4897
Manual Input,2022.07,PS,P00220,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-17252
Manual Input,2022.07,PS,P00010,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,105290
Manual Input,2022.07,PS,P00011,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,22119
Manual Input,2022.07,PS,P00020,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,82143
Manual Input,2022.07,PS,P00021,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,52363
Manual Input,2022.07,PS,P00026,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,11303
Manual Input,2022.07,PS,P00054,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,89486
Manual Input,2022.07,PS,P00055,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,18718
Manual Input,2022.07,PS,P00068,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,66866
Manual Input,2022.07,PS,P00085,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,10621
Manual Input,2022.07,PS,P00086,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,8268
Manual Input,2022.07,PS,P00091,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,51457
Manual Input,2022.07,PS,P00220,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,26254
Manual Input,2022.07,PS,P00258,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,218654
Manual Input,2022.07,PS,P00260,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,123905
Manual Input,2022.07,PS,P00280,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,281408
Manual Input,2022.07,PS,P00281,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,169664
Manual Input,2022.07,PS,P00282,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,13750
Manual Input,2022.07,PS,P00283,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,25577
Manual Input,2022.07,PS,P00284,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,105169
Manual Input,2022.07,PS,P00294,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,52663
Manual Input,2022.07,PS,P00295,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,33163
Manual Input,2022.07,PS,P00311,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,14633
Manual Input,2022.07,PS,P00460,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-51
Manual Input,2022.07,PS,P00541,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,26332
Manual Input,2022.07,PS,P00579,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,30001
Manual Input,2022.07,PS,P00580,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,110868
Manual Input,2022.07,PS,P00581,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,14930
Manual Input,2022.07,PS,P00586,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,90342
Manual Input,2022.07,PS,P00594,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,3970
Manual Input,2022.07,PS,P00932,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,26256
Manual Input,2022.07,PS,P00933,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,40344
Manual Input,2022.07,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-8
Manual Input,2022.08,PS,P00260,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,9421.01
Manual Input,2022.08,PS,Y00071,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-9421.01
Manual Input,2022.08,PS,P00200,555,BARP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.41
Manual Input,2022.08,PS,P00200,65B,BIDP1,1426510000,INR,CompanyCodeCurrency,Actual,Value,3907025
Manual Input,2022.08,PS,P00091,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,1070.56
Manual Input,2022.08,PS,P00220,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,125368.3
Manual Input,2022.08,PS,P00258,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,9058.09
Manual Input,2022.08,PS,P00280,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,99060.5
Manual Input,2022.08,PS,P00282,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,66309.6
Manual Input,2022.08,PS,P00283,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,1300.85
Manual Input,2022.08,PS,P00291,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,31389.84
Manual Input,2022.08,PS,P00580,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,170146.03
Manual Input,2022.08,PS,P00586,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,1267.04
Manual Input,2022.08,PS,P00200,685,CTP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,750796.19
Manual Input,2022.08,PS,P00026,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.7
Manual Input,2022.08,PS,P00085,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-1.57
Manual Input,2022.08,PS,P00260,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,5.06
Manual Input,2022.08,PS,P00283,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-1.66
Manual Input,2022.08,PS,P00310,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.49
Manual Input,2022.08,PS,P00311,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.46
Manual Input,2022.08,PS,P00581,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.91
Manual Input,2022.08,PS,P00586,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-6.56
Manual Input,2022.08,PS,P00937,89,HIPPS,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-81081.91
Manual Input,2022.08,PS,P00055,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,1095
Manual Input,2022.08,PS,P00068,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-179
Manual Input,2022.08,PS,P00281,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-451
Manual Input,2022.08,PS,P00284,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-690
Manual Input,2022.08,PS,P00479,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,226
Manual Input,2022.08,PS,P00021,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,10652
Manual Input,2022.08,PS,P00055,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-4627
Manual Input,2022.08,PS,P00220,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-17251
Manual Input,2022.08,PS,P00010,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,59478
Manual Input,2022.08,PS,P00011,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15911
Manual Input,2022.08,PS,P00020,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,62243
Manual Input,2022.08,PS,P00021,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,61985
Manual Input,2022.08,PS,P00026,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,12956
Manual Input,2022.08,PS,P00054,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,84211
Manual Input,2022.08,PS,P00055,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,18827
Manual Input,2022.08,PS,P00068,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,64252
Manual Input,2022.08,PS,P00085,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,10282
Manual Input,2022.08,PS,P00086,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,5147
Manual Input,2022.08,PS,P00091,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,42672
Manual Input,2022.08,PS,P00220,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,23863
Manual Input,2022.08,PS,P00258,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,203516
Manual Input,2022.08,PS,P00260,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,84248
Manual Input,2022.08,PS,P00280,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,248171
Manual Input,2022.08,PS,P00281,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,136074
Manual Input,2022.08,PS,P00282,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,17141
