Source Of Data,Period,Division,Business Unit,BWN,Entity,CostElement,Currency,CurrencyType,Scenario,Measure,Value
Manual Input,2022.08,PS,P00283,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,26689
Manual Input,2022.08,PS,P00284,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,90823
Manual Input,2022.08,PS,P00294,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,42623
Manual Input,2022.08,PS,P00295,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,27549
Manual Input,2022.08,PS,P00311,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15447
Manual Input,2022.08,PS,P00460,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,490
Manual Input,2022.08,PS,P00541,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,21842
Manual Input,2022.08,PS,P00579,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,18776
Manual Input,2022.08,PS,P00580,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,85732
Manual Input,2022.08,PS,P00581,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15016
Manual Input,2022.08,PS,P00586,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,73851
Manual Input,2022.08,PS,P00594,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,4710
Manual Input,2022.08,PS,P00932,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,25736
Manual Input,2022.08,PS,P00933,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,23936
Manual Input,2022.08,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,74
Manual Input,2022.09,PS,P00260,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,8940.26
Manual Input,2022.09,PS,Y00071,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-8940.26
Manual Input,2022.09,PS,P00200,555,BARP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,3.83
Manual Input,2022.09,PS,P00200,65B,BIDP1,1426510000,INR,CompanyCodeCurrency,Actual,Value,442257
Manual Input,2022.09,PS,P00091,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,1044.29
Manual Input,2022.09,PS,P00220,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,155580.28
Manual Input,2022.09,PS,P00258,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,3960.71
Manual Input,2022.09,PS,P00280,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,105704.97
Manual Input,2022.09,PS,P00282,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,37376.36
Manual Input,2022.09,PS,P00283,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,3000.68
Manual Input,2022.09,PS,P00291,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,126294.44
Manual Input,2022.09,PS,P00580,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,244741.62
Manual Input,2022.09,PS,P00586,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,2743.9
Manual Input,2022.09,PS,P00200,685,CTP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,463279.05
Manual Input,2022.09,PS,P00026,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.1
Manual Input,2022.09,PS,P00085,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.22
Manual Input,2022.09,PS,P00260,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,1.56
Manual Input,2022.09,PS,P00283,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.51
Manual Input,2022.09,PS,P00310,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.16
Manual Input,2022.09,PS,P00311,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.14
Manual Input,2022.09,PS,P00581,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.12
Manual Input,2022.09,PS,P00586,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.94
Manual Input,2022.09,PS,P00055,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,581
Manual Input,2022.09,PS,P00068,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-94
Manual Input,2022.09,PS,P00281,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-240
Manual Input,2022.09,PS,P00284,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-367
Manual Input,2022.09,PS,P00479,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,119
Manual Input,2022.09,PS,P00021,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,10652
Manual Input,2022.09,PS,P00055,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-4627
Manual Input,2022.09,PS,P00220,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-17252
Manual Input,2022.09,PS,P00010,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,59478
Manual Input,2022.09,PS,P00011,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15911
Manual Input,2022.09,PS,P00020,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,62243
Manual Input,2022.09,PS,P00021,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,61985
Manual Input,2022.09,PS,P00026,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,12956
Manual Input,2022.09,PS,P00054,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,84211
Manual Input,2022.09,PS,P00055,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,18827
Manual Input,2022.09,PS,P00068,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,64252
Manual Input,2022.09,PS,P00085,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,10282
Manual Input,2022.09,PS,P00086,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,5147
Manual Input,2022.09,PS,P00091,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,42672
Manual Input,2022.09,PS,P00220,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,23863
Manual Input,2022.09,PS,P00258,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,203516
Manual Input,2022.09,PS,P00260,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,84248
Manual Input,2022.09,PS,P00280,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,248171
Manual Input,2022.09,PS,P00281,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,136074
Manual Input,2022.09,PS,P00282,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,17141
Manual Input,2022.09,PS,P00283,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,26689
Manual Input,2022.09,PS,P00284,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,90823
Manual Input,2022.09,PS,P00294,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,42623
Manual Input,2022.09,PS,P00295,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,27549
Manual Input,2022.09,PS,P00311,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15447
Manual Input,2022.09,PS,P00460,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,490
Manual Input,2022.09,PS,P00541,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,21842
Manual Input,2022.09,PS,P00579,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,18776
Manual Input,2022.09,PS,P00580,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,85732
Manual Input,2022.09,PS,P00581,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,15016
Manual Input,2022.09,PS,P00586,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,73851
Manual Input,2022.09,PS,P00594,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,4710
Manual Input,2022.09,PS,P00932,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,25736
Manual Input,2022.09,PS,P00933,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,23936
Manual Input,2022.09,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,74
Manual Input,2022.1,PS,P00260,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,12394.71
Manual Input,2022.1,PS,Y00071,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-12394.71
Manual Input,2022.1,PS,P00200,555,BARP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,3.52
Manual Input,2022.1,PS,P00200,65B,BIDP1,1426510000,INR,CompanyCodeCurrency,Actual,Value,407413
Manual Input,2022.1,PS,P00091,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,357.81
Manual Input,2022.1,PS,P00220,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,74625.72
Manual Input,2022.1,PS,P00280,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,63746.9
Manual Input,2022.1,PS,P00282,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,19247.97
Manual Input,2022.1,PS,P00283,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,1018.83
Manual Input,2022.1,PS,P00291,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,11147.78
Manual Input,2022.1,PS,P00580,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,119802.87
Manual Input,2022.1,PS,P00200,685,CTP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,532511.64
Manual Input,2022.1,PS,P00026,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.19
Manual Input,2022.1,PS,P00085,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.46
Manual Input,2022.1,PS,P00260,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,3.13
Manual Input,2022.1,PS,P00283,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-1.02
Manual Input,2022.1,PS,P00310,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.31
Manual Input,2022.1,PS,P00311,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-0.3
Manual Input,2022.1,PS,P00581,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,0.25
Manual Input,2022.1,PS,P00586,816,EE_WOP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-1.89
Manual Input,2022.1,PS,P00055,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,639
Manual Input,2022.1,PS,P00068,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-104
Manual Input,2022.1,PS,P00281,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-263
Manual Input,2022.1,PS,P00284,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-403
Manual Input,2022.1,PS,P00479,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,132
Manual Input,2022.1,PS,P00021,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,10651
Manual Input,2022.1,PS,P00055,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-4626
Manual Input,2022.1,PS,P00220,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-17251
Manual Input,2022.1,PS,P00010,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,466923
Manual Input,2022.1,PS,P00011,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,168455
Manual Input,2022.1,PS,P00020,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-212324
Manual Input,2022.1,PS,P00021,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-260740
Manual Input,2022.1,PS,P00026,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-53170
Manual Input,2022.1,PS,P00054,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,612892
Manual Input,2022.1,PS,P00055,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-76389
Manual Input,2022.1,PS,P00068,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-114219
Manual Input,2022.1,PS,P00085,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,103639
Manual Input,2022.1,PS,P00086,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,56759
Manual Input,2022.1,PS,P00091,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-78380
Manual Input,2022.1,PS,P00220,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-92104
Manual Input,2022.1,PS,P00258,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-786424
Manual Input,2022.1,PS,P00260,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,693968
Manual Input,2022.1,PS,P00280,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,1652899
Manual Input,2022.1,PS,P00281,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-464922
Manual Input,2022.1,PS,P00282,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-65739
Manual Input,2022.1,PS,P00283,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-85899
Manual Input,2022.1,PS,P00284,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-336365
Manual Input,2022.1,PS,P00294,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-163102
Manual Input,2022.1,PS,P00295,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-106660
Manual Input,2022.1,PS,P00311,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-62628
Manual Input,2022.1,PS,P00460,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,663
Manual Input,2022.1,PS,P00541,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,162442
Manual Input,2022.1,PS,P00579,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-24521
Manual Input,2022.1,PS,P00580,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-179848
Manual Input,2022.1,PS,P00581,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-23287
Manual Input,2022.1,PS,P00586,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-279086
Manual Input,2022.1,PS,P00594,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-5093
Manual Input,2022.1,PS,P00932,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,1094004
Manual Input,2022.1,PS,P00933,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,239993
Manual Input,2022.1,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,1473
Manual Input,2022.11,PS,P00260,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,7198.56
Manual Input,2022.11,PS,Y00071,982,ADP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-7198.56
Manual Input,2022.11,PS,P00200,555,BARP,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-9.11
Manual Input,2022.11,PS,P00200,65B,BIDP1,1426510000,INR,CompanyCodeCurrency,Actual,Value,1133867
Manual Input,2022.11,PS,P00091,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,3215.23
Manual Input,2022.11,PS,P00220,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,182084.69
Manual Input,2022.11,PS,P00258,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,10979.11
Manual Input,2022.11,PS,P00280,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,99998.91
Manual Input,2022.11,PS,P00282,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,33120.18
Manual Input,2022.11,PS,P00283,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,1034.45
Manual Input,2022.11,PS,P00291,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,53699.91
Manual Input,2022.11,PS,P00298,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,-92831.14
Manual Input,2022.11,PS,P00580,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,240168.6
Manual Input,2022.11,PS,P00586,684,CAP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,1105.49
Manual Input,2022.11,PS,P00200,685,CTP,1426510000,BRL,CompanyCodeCurrency,Actual,Value,707979.99
Manual Input,2022.11,PS,P00055,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,1400
Manual Input,2022.11,PS,P00068,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-228
Manual Input,2022.11,PS,P00281,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-577
Manual Input,2022.11,PS,P00284,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,-884
Manual Input,2022.11,PS,P00479,87,NuP1,1426510000,EUR,CompanyCodeCurrency,Actual,Value,288
Manual Input,2022.11,PS,P00021,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,10652
Manual Input,2022.11,PS,P00055,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-4627
Manual Input,2022.11,PS,P00220,615,SLPP,1426510000,USD,CompanyCodeCurrency,Actual,Value,-17252
Manual Input,2022.11,PS,P00010,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,90919
Manual Input,2022.11,PS,P00011,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,42232
Manual Input,2022.11,PS,P00020,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,42147
Manual Input,2022.11,PS,P00021,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,27555
Manual Input,2022.11,PS,P00026,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,3313
Manual Input,2022.11,PS,P00054,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,131037
Manual Input,2022.11,PS,P00055,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,8588
Manual Input,2022.11,PS,P00068,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,35244
Manual Input,2022.11,PS,P00085,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,23703
Manual Input,2022.11,PS,P00086,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,520
Manual Input,2022.11,PS,P00091,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,29637
Manual Input,2022.11,PS,P00220,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,16016
Manual Input,2022.11,PS,P00258,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,116442
Manual Input,2022.11,PS,P00260,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,171566
Manual Input,2022.11,PS,P00280,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,306974
Manual Input,2022.11,PS,P00281,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,104508
Manual Input,2022.11,PS,P00282,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,6425
Manual Input,2022.11,PS,P00283,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,13432
Manual Input,2022.11,PS,P00284,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,47523
Manual Input,2022.11,PS,P00294,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,23832
Manual Input,2022.11,PS,P00295,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,10795
Manual Input,2022.11,PS,P00311,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,10851
Manual Input,2022.11,PS,P00460,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-126
Manual Input,2022.11,PS,P00541,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,40111
Manual Input,2022.11,PS,P00579,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,16008
Manual Input,2022.11,PS,P00580,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,89179
Manual Input,2022.11,PS,P00581,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,12226
Manual Input,2022.11,PS,P00586,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,52886
Manual Input,2022.11,PS,P00594,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,2395
Manual Input,2022.11,PS,P00932,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,124445
Manual Input,2022.11,PS,P00933,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,74345
Manual Input,2022.11,PS,P00937,566,UAESPS_WOP,1426510000,CNY,CompanyCodeCurrency,Actual,Value,-2209
Manual Input,2022.01,PS,P00200,685,CTP,1446210000,BRL,CompanyCodeCurrency,Actual,Value,945.32
Manual Input,2022.03,PS,P00200,65B,BIDP1,1446210000,INR,CompanyCodeCurrency,Actual,Value,-283
Manual Input,2022.04,PS,P00200,65B,BIDP1,1446210000,INR,CompanyCodeCurrency,Actual,Value,159
Manual Input,2022.04,PS,P00200,685,CTP,1446210000,BRL,CompanyCodeCurrency,Actual,Value,-2456.5
Manual Input,2022.05,PS,P00200,65B,BIDP1,1446210000,INR,CompanyCodeCurrency,Actual,Value,124
Manual Input,2022.05,PS,P00200,685,CTP,1446210000,BRL,CompanyCodeCurrency,Actual,Value,2456.5
Manual Input,2022.07,PS,P00200,685,CTP,1446210000,BRL,CompanyCodeCurrency,Actual,Value,-2668.44
Manual Input,2022.08,PS,P00200,685,CTP,1446210000,BRL,CompanyCodeCurrency,Actual,Value,2668.44
Manual Input,2022.08,PS,P00311,816,EE_WOP,1446210000,EUR,CompanyCodeCurrency,Actual,Value,0.01
Manual Input,2022.08,PS,P00586,816,EE_WOP,1446210000,EUR,CompanyCodeCurrency,Actual,Value,-0.01
Manual Input,2022.1,PS,P00260,982,ADP,1446210000,USD,CompanyCodeCurrency,Actual,Value,1121.56
Manual Input,2022.1,PS,Y00071,982,ADP,1446210000,USD,CompanyCodeCurrency,Actual,Value,-1121.56
Manual Input,2022.1,PS,P00200,685,CTP,1446210000,BRL,CompanyCodeCurrency,Actual,Value,-1009.92
Manual Input,2022.11,PS,P00260,982,ADP,1446210000,USD,CompanyCodeCurrency,Actual,Value,4109.38
Manual Input,2022.11,PS,Y00071,982,ADP,1446210000,USD,CompanyCodeCurrency,Actual,Value,-4109.38
Manual Input,2022.11,PS,P00200,685,CTP,1446210000,BRL,CompanyCodeCurrency,Actual,Value,1009.92
Manual Input,2022.01,PS,P00200,685,CTP,1455210000,BRL,CompanyCodeCurrency,Actual,Value,521187.87
Manual Input,2022.01,PS,P00200,539,KRPS_WOP,1455210000,KRW,CompanyCodeCurrency,Actual,Value,41808577
Manual Input,2022.01,PS,P00010,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,287231
Manual Input,2022.01,PS,P00020,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,255124
Manual Input,2022.01,PS,P00021,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,249298
Manual Input,2022.01,PS,P00026,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,44758
Manual Input,2022.01,PS,P00054,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,268549
Manual Input,2022.01,PS,P00055,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,69694
Manual Input,2022.01,PS,P00068,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,205098
Manual Input,2022.01,PS,P00091,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,154360
Manual Input,2022.01,PS,P00220,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,84153
Manual Input,2022.01,PS,P00258,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,651862
Manual Input,2022.01,PS,P00260,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,236003
Manual Input,2022.01,PS,P00280,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,1004054
Manual Input,2022.01,PS,P00281,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,501632
Manual Input,2022.01,PS,P00282,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,66499
Manual Input,2022.01,PS,P00283,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,86954
Manual Input,2022.01,PS,P00284,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,356347
Manual Input,2022.01,PS,P00294,566,UAESPS_WOP,1455210000,CNY,CompanyCodeCurrency,Actual,Value,175038
